id,code_coding1_medicationType_code,code_coding1_medicationType_display,code_coding1_system,code_coding1_code,code_coding1_display,code_coding2_system,code_coding2_code,code_coding2_display,code_coding3_system,code_coding3_code,code_coding3_display,code_text,form_coding1_system,form_coding1_code,form_coding1_display,form_coding2_system,form_coding2_code,form_coding2_display,form_coding3_system,form_coding3_code,form_coding3_display,ingredient_itemCodeableConcept_coding1_system,ingredient_itemCodeableConcept_coding1_code,ingredient_itemCodeableConcept_coding1_display,ingredient_itemCodeableConcept_coding2_system,ingredient_itemCodeableConcept_coding2_code,ingredient_itemCodeableConcept_coding2_display,ingredient_strength_numerator_value,ingredient_strength_numerator_unit,ingredient_strength_numerator_system,ingredient_strength_numerator_code,ingredient_strength_denominator_value,ingredient_strength_denominator_unit,ingredient_strength_denominator_system,ingredient_strength_denominator_code
af7768fa-058e-409d-9257-06a5bbd6ef87,,,,198440,Acetaminophen 500 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8cb2de5-354d-471e-a91e-bec224ee3b44,,,,106892,insulin isophane  human 70 UNT/ML / insulin  regular  human 30 UNT/ML Injectable Suspension [Humulin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f8187f0f-84a8-40b0-9cff-6fd0844e5619,,,,314076,lisinopril 10 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a228dd1-9d47-4b2f-84f8-b83f2c2f460d,,,,106892,insulin isophane  human 70 UNT/ML / insulin  regular  human 30 UNT/ML Injectable Suspension [Humulin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0608ee64-3960-49f1-a6c5-a754884c1666,,,,314076,lisinopril 10 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4debc973-72e0-459e-94d8-e2a6e7415e31,,,,314231,Simvastatin 10 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f5ceeda9-512a-4d2b-bd3a-3277f86a456e,,,,106892,insulin isophane  human 70 UNT/ML / insulin  regular  human 30 UNT/ML Injectable Suspension [Humulin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495c0931-52b8-4bc3-8200-95c6d0ed355b,,,,314076,lisinopril 10 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3cbcbcc9-3807-4b5b-a3d0-9e7967e79f90,,,,1535362,sodium fluoride 0.0272 MG/MG Oral Gel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97dad429-991d-4305-8f19-290aa850dd9f,,,,106892,insulin isophane  human 70 UNT/ML / insulin  regular  human 30 UNT/ML Injectable Suspension [Humulin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a23b0ff0-b304-4556-b751-04d884f5feda,,,,314076,lisinopril 10 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba53065d-d16c-48f6-a415-c9642212da21,,,,106892,insulin isophane  human 70 UNT/ML / insulin  regular  human 30 UNT/ML Injectable Suspension [Humulin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09ce11cf-8789-49f9-94ce-00f078c711e9,,,,314076,lisinopril 10 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452da1bb-3e00-4dc2-9d48-dc2f8e9aa618,,,,1535362,sodium fluoride 0.0272 MG/MG Oral Gel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
064b8eb9-27e2-40b4-a6fc-05c06e157cc6,,,,314231,Simvastatin 10 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2e0e3e94-3c47-425d-a415-7b8bca5d7b2f,,,,106892,insulin isophane  human 70 UNT/ML / insulin  regular  human 30 UNT/ML Injectable Suspension [Humulin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737a4a4-779c-4c17-9d3a-e509f1536e3a,,,,314076,lisinopril 10 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71858b56-4385-4879-8b57-4a51d000da03,,,,314076,lisinopril 10 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ec8dbb0-53d3-40e7-bbb8-c79ebee92e17,,,,206905,Ibuprofen 400 MG Oral Tablet [Ibu],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a7f94ee6-9528-4835-8f16-8686b8b2166b,,,,310965,Ibuprofen 200 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d893056f-4a4d-4ca8-b2a9-3b7156d1a18b,,,,206905,Ibuprofen 400 MG Oral Tablet [Ibu],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6a262867-f92e-48c0-b1b3-ad8b5336954c,,,,314076,lisinopril 10 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259bf51a-95ff-4752-a0da-c2edefa7114f,,,,206905,Ibuprofen 400 MG Oral Tablet [Ibu],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98054b3d-872f-40d8-8b03-a30ad84c6f67,,,,314076,lisinopril 10 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0c9ef370-e909-4be0-a04f-a79d9c5b5d66,,,,206905,Ibuprofen 400 MG Oral Tablet [Ibu],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b19e3c07-d99f-4634-a31f-f866d2c743c4,,,,314076,lisinopril 10 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f37aa3ce-0630-409b-be26-bcd9938505a5,,,,309362,Clopidogrel 75 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37f808cb-fe19-43a3-89ed-ef21515eb954,,,,312961,Simvastatin 20 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2ad8442f-08a6-4d72-9f6f-880a29cc725d,,,,866412,24 HR metoprolol succinate 100 MG Extended Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d73ae06-7e42-4a4c-add0-8fbe98319c2d,,,,705129,Nitroglycerin 0.4 MG/ACTUAT Mucosal Spray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2a895bc7-407b-48cf-aa10-235f5aebe783,,,,1665060,cefazolin 2000 MG Injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43fddc46-023e-4505-a7ae-ada87c0ba58c,,,,1659263,1 ML heparin sodium  porcine 5000 UNT/ML Injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8272b4eb-f253-4cd1-a3e4-32a87411c46a,,,,1796676,25 ML protamine sulfate (USP) 10 MG/ML Injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6cd79914-8d70-4b20-b417-4b0846425555,,,,311034,insulin  regular  human 100 UNT/ML Injectable Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93f01d2b-fdd1-4eea-861b-004fd2e78d82,,,,1740467,2 ML Ondansetron 2 MG/ML Injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3c04e23c-d18a-4d9d-abef-cb52bdfcc644,,,,311700,Midazolam 1 MG/ML Injectable Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92466454-a3ff-47e3-ad2e-afb1c831e94f,,,,1808217,100 ML Propofol 10 MG/ML Injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2a3476b-a7d4-4135-98ec-519725c7b130,,,,1234995,Rocuronium bromide 10 MG/ML Injectable Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a7817f68-a74e-456c-8883-ac202084b6b9,,,,542347,isoflurane 99.9 % Inhalation Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5971e02d-3826-4a3e-a439-6bd43e643b46,,,,1729584,remifentanil 2 MG Injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4d379543-adfb-4bd9-af22-6e1d3de792f6,,,,349094,budesonide 0.125 MG/ML Inhalation Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35607389-520d-4186-96c0-edb545c7cb50,,,,630208,albuterol 0.83 MG/ML Inhalation Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169fc18-8a4c-40f8-9f4d-76aa7f4d877d,,,,349094,budesonide 0.125 MG/ML Inhalation Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37ba2cdb-7314-409d-b2d7-a67cd022b5bd,,,,630208,albuterol 0.83 MG/ML Inhalation Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f3a2bfb5-d0c7-4260-9664-00313dd375e9,,,,349094,budesonide 0.125 MG/ML Inhalation Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d281123f-d68a-4125-adf1-8f189e56c4a0,,,,630208,albuterol 0.83 MG/ML Inhalation Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916f5a29-5389-400d-8ed8-ecb4141e467b,,,,757594,Jolivette 28 Day Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ad81ff0-a318-4067-84e1-8fa06edba8aa,,,,349094,budesonide 0.125 MG/ML Inhalation Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a59e1b91-39b5-4aef-b9ed-58f848293362,,,,630208,albuterol 0.83 MG/ML Inhalation Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9b533648-4283-4136-a381-9d1956f7857e,,,,1535362,sodium fluoride 0.0272 MG/MG Oral Gel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9ec990f-b10a-4d6d-a067-3fd96d67e9bc,,,,349094,budesonide 0.125 MG/ML Inhalation Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bf737ee3-0a03-4149-a5a4-05e444634da9,,,,630208,albuterol 0.83 MG/ML Inhalation Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4c99c2b6-1693-4485-a9c5-512908897aa7,,,,313782,Acetaminophen 325 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9c11fa1-efb8-46b3-a086-b12aa7be6666,,,,349094,budesonide 0.125 MG/ML Inhalation Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cf124d78-3a2f-4631-be11-b425e2a28f8e,,,,630208,albuterol 0.83 MG/ML Inhalation Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fd7f4bac-f786-4541-8f99-40d21b102c68,,,,856987,Acetaminophen 300 MG / Hydrocodone Bitartrate 5 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c86baaa8-e464-4d30-8193-2956e0dba9db,,,,1049625,Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Percocet],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08da8e6b-faf4-4076-9c7f-3fe1656a4eae,,,,245134,72 HR Fentanyl 0.025 MG/HR Transdermal System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad362ce6-f76d-49f2-8bc5-386bc67f577f,,,,308136,amLODIPine 2.5 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d9b0f857-4b7a-4848-8426-fae445eced01,,,,1049625,Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Percocet],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3975ff31-3a8b-46c0-bde9-f1fc539ad125,,,,245134,72 HR Fentanyl 0.025 MG/HR Transdermal System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5de951eb-39ba-487d-a361-db61689dd133,,,,308136,amLODIPine 2.5 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84ed3403-a0c8-4ec2-b492-3246cb83fb21,,,,206905,Ibuprofen 400 MG Oral Tablet [Ibu],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2658a61a-3aea-484b-b60e-c75979a1c560,,,,314076,lisinopril 10 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
db986a76-3664-4f0d-a6bc-7c82872cebb6,,,,206905,Ibuprofen 400 MG Oral Tablet [Ibu],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cf25ab76-e9a6-4647-a681-279371e39c8d,,,,314076,lisinopril 10 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227934e2-940f-4a55-a0ff-559eca4ca2db,,,,206905,Ibuprofen 400 MG Oral Tablet [Ibu],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5bf9f9c-fa2b-4bdb-81ca-2f3f65621626,,,,314076,lisinopril 10 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7229c276-d689-4dc3-98aa-a2402034aa94,,,,206905,Ibuprofen 400 MG Oral Tablet [Ibu],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0de112df-73a4-442b-aa0d-ca55f4367cbe,,,,314076,lisinopril 10 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77d3e375-4db4-4a9b-b02a-68dc90eed14e,,,,1535362,sodium fluoride 0.0272 MG/MG Oral Gel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6a0ac32-560a-4ef7-9035-8d8c3cfba41c,,,,1049625,Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Percocet],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bc4549f3-4b75-4049-9220-4206eca48625,,,,245134,72 HR Fentanyl 0.025 MG/HR Transdermal System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451a8210-7e40-4121-89a3-2bae97ba38fe,,,,308136,amLODIPine 2.5 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a268984a-d1ec-4816-b294-06e0d7f09333,,,,849574,Naproxen sodium 220 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ce054d22-1c8c-4032-9468-6ccc7c90d04c,,,,1049625,Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Percocet],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eacb2874-0341-49ac-84c2-824be4586bbf,,,,245134,72 HR Fentanyl 0.025 MG/HR Transdermal System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d791c81d-35cc-4f85-ac0c-b4e5bd5fe9a7,,,,308136,amLODIPine 2.5 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27502a5e-c4cb-460f-8f3b-3d7408adc2aa,,,,349094,budesonide 0.125 MG/ML Inhalation Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d016f972-f51c-4c87-8348-deef6d3c516c,,,,630208,albuterol 0.83 MG/ML Inhalation Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc460558-f155-48d0-9ef3-ad26a3969142,,,,1049625,Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Percocet],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b9e1f1a6-da40-4ff5-9a19-fd55714f269a,,,,245134,72 HR Fentanyl 0.025 MG/HR Transdermal System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8ef1ac28-dda4-4b3e-bdc0-bbebb4fe3844,,,,308136,amLODIPine 2.5 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99092b50-bddc-4233-b736-508172dd3f47,,,,1535362,sodium fluoride 0.0272 MG/MG Oral Gel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b413a22f-b1b1-42e7-a277-bf705a679033,,,,1049625,Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Percocet],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92cc05e2-d1c2-4529-999a-3c2d32181718,,,,245134,72 HR Fentanyl 0.025 MG/HR Transdermal System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40f3df17-d378-40a0-ab33-5edf38225ded,,,,308136,amLODIPine 2.5 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd17d8c7-a256-487b-bb08-225bb9ac8236,,,,1049625,Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Percocet],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15707736-5553-4ed6-a5b8-5abc56f4cf98,,,,245134,72 HR Fentanyl 0.025 MG/HR Transdermal System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ccc61cdd-e11b-460b-a221-41b53f4d93d8,,,,308136,amLODIPine 2.5 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad6f2c52-af43-4809-becf-0f0e9aa1bcb7,,,,1535362,sodium fluoride 0.0272 MG/MG Oral Gel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1a8f48d4-c49b-4feb-867d-c4b713068b7f,,,,1049625,Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Percocet],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5d164b1d-0354-4694-8c7e-d7cc436aefde,,,,245134,72 HR Fentanyl 0.025 MG/HR Transdermal System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e7dccda1-1123-4ac5-ba3a-b64737106ad0,,,,308136,amLODIPine 2.5 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66b008f2-7ef4-40a3-8e11-f95cee1b54b0,,,,206905,Ibuprofen 400 MG Oral Tablet [Ibu],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6930d990-90f3-473e-88ed-a04979ff4693,,,,314076,lisinopril 10 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27e3d497-085e-4ec5-a78e-80b65845adf0,,,,206905,Ibuprofen 400 MG Oral Tablet [Ibu],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63936c52-b403-4398-b9a1-aa6b5eee6a54,,,,1049625,Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Percocet],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f44a99e3-9c88-44f2-a180-f65f2fc7c7f4,,,,245134,72 HR Fentanyl 0.025 MG/HR Transdermal System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6f45a379-650d-4f88-8aa9-4775adb83b02,,,,349094,budesonide 0.125 MG/ML Inhalation Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c51f9608-da4d-44d2-8a69-ccb541ee9a74,,,,630208,albuterol 0.83 MG/ML Inhalation Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33c80697-6ecd-4b9f-9b52-d4a56a7e840d,,,,831533,Errin 28 Day Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a0840e7f-ba77-47cd-8639-d6953db5685a,,,,349094,budesonide 0.125 MG/ML Inhalation Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f098bc46-dd36-488c-aad2-e9053ba246dd,,,,630208,albuterol 0.83 MG/ML Inhalation Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8a3b8616-82e0-414e-9020-ef0437781ca8,,,,1535362,sodium fluoride 0.0272 MG/MG Oral Gel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa91b88d-d38f-44e7-82c5-c3c2ab5d5866,,,,308136,amLODIPine 2.5 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e62e9acf-3ad8-4fb6-9ab8-e7db072a84b0,,,,349094,budesonide 0.125 MG/ML Inhalation Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4fc135f2-b7c3-47a9-b7ca-8dc78c055819,,,,314076,lisinopril 10 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f2712a63-b60f-43d1-b7cb-1f126298bd8e,,,,1049625,Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Percocet],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0c3dd586-1a91-4701-b043-e122efa4c11f,,,,206905,Ibuprofen 400 MG Oral Tablet [Ibu],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f3f39d08-c1e3-4a5f-8525-d88a08bff547,,,,314076,lisinopril 10 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0462d617-9588-4348-aeb6-b023baf158c5,,,,310436,Galantamine 4 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fcbec735-c6ba-4133-9eb6-ac5a1f9970d1,,,,245134,72 HR Fentanyl 0.025 MG/HR Transdermal System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390f3ea0-37fa-43a3-98a6-58e1b9a32f2d,,,,630208,albuterol 0.83 MG/ML Inhalation Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14a38d6e-3f77-416c-b6e1-6ff33584e2de,,,,308136,amLODIPine 2.5 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c7c51551-1bc0-4e96-a891-ab60cc01277b,,,,349094,budesonide 0.125 MG/ML Inhalation Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5bcba03c-2649-40a7-89ab-5146adc183f9,,,,630208,albuterol 0.83 MG/ML Inhalation Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f291b260-86ad-4abc-8a4e-9de62be70f91,,,,1000126,1 ML medroxyPROGESTERone acetate 150 MG/ML Injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aba75e6a-c1b3-482d-9b89-d8c4c388e30b,,,,314076,lisinopril 10 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5063a17b-473b-40e9-8b6f-ea2e4fea568a,,,,562251,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273ecbf2-5875-4f2c-87b2-36515f83e415,,,,314076,lisinopril 10 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad30ff2c-a5df-40c7-bb60-80f69a027d81,,,,314076,lisinopril 10 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2e94c8f-7e46-4ef1-bcd6-1634ae80eb2d,,,,314076,lisinopril 10 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4028523-b58c-462b-8865-a609ad671bcb,,,,349094,budesonide 0.125 MG/ML Inhalation Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263f30e-24ff-49ce-aa83-6d1e1f16c9f2,,,,630208,albuterol 0.83 MG/ML Inhalation Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166d10c6-b36d-48d9-a1dd-ecdc31b3704d,,,,314076,lisinopril 10 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950b03a2-c6b5-4116-a220-52d142e5036f,,,,1535362,sodium fluoride 0.0272 MG/MG Oral Gel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843b21bb-53e5-4f39-be0a-5e4c9df8787f,,,,206905,Ibuprofen 400 MG Oral Tablet [Ibu],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0bd42962-bcde-499c-a5d1-0221c2c90e5f,,,,314076,lisinopril 10 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2c3382c6-a746-4729-b9ed-9d422d356bda,,,,206905,Ibuprofen 400 MG Oral Tablet [Ibu],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49e8b592-4478-45ef-87fe-2461f62821d9,,,,314076,lisinopril 10 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5662f9e6-3880-4e86-939f-db57a5f6d5a2,,,,314076,lisinopril 10 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844e0799-71f4-4f4a-a8c4-a828657d172e,,,,206905,Ibuprofen 400 MG Oral Tablet [Ibu],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ffb94a6e-b61e-4d54-8e5a-1dfe804c73f5,,,,314076,lisinopril 10 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1f70fe2-7647-4247-b195-0088e38e14f6,,,,206905,Ibuprofen 400 MG Oral Tablet [Ibu],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f07ebf7b-b156-4bdb-a1d6-defbc671488e,,,,314076,lisinopril 10 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9288a855-3608-44aa-b914-c14ab208c880,,,,206905,Ibuprofen 400 MG Oral Tablet [Ibu],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
af3836d2-1753-434a-a0b3-09464ee4294c,,,,314076,lisinopril 10 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28cecea5-5b13-48c7-a791-ab9e444bb195,,,,206905,Ibuprofen 400 MG Oral Tablet [Ibu],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daef2469-88d9-4438-a843-b0221c192ab7,,,,314076,lisinopril 10 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30f5a850-3135-4efd-aab1-87815b412761,,,,314076,lisinopril 10 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7385e73a-e441-4e7b-b5a6-c12bea4e8d5d,,,,314076,lisinopril 10 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8737fc39-a360-4ac1-b911-0101600370a5,,,,309362,Clopidogrel 75 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20ae5e54-50ce-45af-92b0-ca2c9d304f60,,,,312961,Simvastatin 20 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a914e8b8-16ea-4a98-8ce2-c89bd7c42283,,,,866412,24 HR metoprolol succinate 100 MG Extended Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d23e73d6-8af1-4671-bc61-5e3454323126,,,,705129,Nitroglycerin 0.4 MG/ACTUAT Mucosal Spray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b01d84ba-545b-4d3d-a4d9-dea816975235,,,,1535362,sodium fluoride 0.0272 MG/MG Oral Gel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a57332ae-8bd8-4555-b71f-c9f0e0a1a00d,,,,314076,lisinopril 10 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22f69008-32b8-422f-b844-1005b3be5edd,,,,314076,lisinopril 10 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2f4ed2e9-66f9-4008-a2fa-b4948e34f06a,,,,349094,budesonide 0.125 MG/ML Inhalation Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cf40995c-b609-4623-aa1c-91e5db32e556,,,,630208,albuterol 0.83 MG/ML Inhalation Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d912dfdb-b7cb-4fa7-a2a7-34aaf6c93447,,,,206905,Ibuprofen 400 MG Oral Tablet [Ibu],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0a005ea0-04d0-4d7d-aed4-cbbe74f274b8,,,,314076,lisinopril 10 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f5f32049-2497-412d-8e6b-3832cd81576a,,,,313782,Acetaminophen 325 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
