id,old_id,identifier1_type_code,identifier1_type_display,identifier1_type_text,identifier1_system,identifier1_value,identifier2_type_code,identifier2_type_display,identifier2_type_text,identifier2_system,identifier2_value,active,type_coding1_system,type_coding1_code,type_coding1_display,type_coding2_system,type_coding2_code,type_coding2_display,type_text,name,alias1,telecom1_system,telecom1_value,telecom1_use,telecom2_system,telecom2_value,telecom2_use,address1_type,address1_line1,address1_city,address1_state,address1_postalCode,address1_country,address1_text,partOf_reference_type,partOf_reference_id
d13ac855-c068-3b57-8d65-fc3c90f32558,,,,,,,,,,,,,,,,,,,,PLEASANT BAY OF BREWSTER REHAB CENTER LLC,,,7812550531,,,,,,383 SOUTH ORLEANS ROAD,BREWSTER,MA,26312870,,,,
06cc2462-430f-3322-9c87-7e971125f510,,,,,,,,,,,,,,,,,,,,EMERSON HOSPITAL,,,9782873226,,,,,,133 OLD ROAD TO 9 ACRE COR,WESTFORD,MA,18863198,,,,
79508e39-d0b0-3613-9d54-168f6e1c3a18,,,,,,,,,,,,,,,,,,,,NASHOBA VALLEY MEDICAL CENTER,,,9787849000,,,,,,200 GROTON ROAD,GROTON,MA,14502056,,,,
922d1031-d968-39c2-b73c-d5a495c39068,,,,,,,,,,,,,,,,,,,,HINGHAM MEDICAL CARE INC,,,7817400400,,,,,,350 LINCOLN ST STE 1102,HINGHAM,MA,20432801,,,,
880fad59-9c38-3a21-a39f-ccc801502ab3,,,,,,,,,,,,,,,,,,,,SANCTA MARIA NURSING FACILITY,,,6178682200,,,,,,799 CONCORD AVENUE,CAMBRIDGE,MA,21381048,,,,
352f2e3b-0708-3eb4-9f7e-e73a685bf379,,,,,,,,,,,,,,,,,,,,MARLBOROUGH HOSPITAL CORP,,,5084815000,,,,,,157 UNION ST,SOUTHBOROUGH,MA,17721215,,,,
2b97893e-dc50-378b-a266-f089b8450329,,,,,,,,,,,,,,,,,,,,HARBOR HEALTH SERVICES INC,,,6172881140,,,,,,250 MOUNT VERNON ST,DORCHESTER,MA,21253120,,,,
3d5fbf38-c781-3e04-8c7e-5a402611b7d4,,,,,,,,,,,,,,,,,,,,DAVIS SQUARE FAMILY PRACTICE,,,6176669577,,,,,,260 ELM ST,SOMERVILLE,MA,21442951,,,,
f43f97f2-af04-3ed0-a42e-3681718cc9b2,,,,,,,,,,,,,,,,,,,,BERKSHIRE MEDICAL CENTER INC,,,4134472000,,,,,,725 NORTH ST,PITTSFIELD,MA,12014109,,,,
e119dcbb-0c33-3ec1-bf97-5f477799e5cb,,,,,,,,,,,,,,,,,,,,312 MILLBURY AVENUE OPERATING COMPANY  LLC,,,5087930088,,,,,,312 MILLBURY AVENUE,MILLBURY,MA,15273622,,,,
7ac466c6-7968-33fd-882c-6d5418f88c8a,,,,,,,,,,,,,,,,,,,,CHELMSFORD PRIMARY CARE LLC,,,9782565522,,,,,,2 MEETING HOUSE RD,CHELMSFORD,MA,18242700,,,,
326bc5bc-8da8-3337-a76a-7d44202dae3d,,,,,,,,,,,,,,,,,,,,ABERJONA NURSING CENTER  INC,,,7817299370,,,,,,184 SWANTON ST,WINCHESTER,MA,18901921,,,,
88975fd9-b47e-3af6-af78-c58e1ecf0d5e,,,,,,,,,,,,,,,,,,,,BAYSTATE NOBLE HOSPITAL CORPORATION,,,4135682811,,,,,,115 W SILVER ST,WESTFIELD,MA,10853628,,,,
52efa2e5-007f-3396-a83a-28ca015f0595,,,,,,,,,,,,,,,,,,,,BAYADA HOME HEALTH CARE INC,,,5088300999,,,,,,20 N PARK AVE STE 2200A,PLYMOUTH,MA,23604090,,,,
edd58f69-ad5f-346b-b1f9-530ccdc895f6,,,,,,,,,,,,,,,,,,,,RISE ABOVE WELLNESS HEALTH SERVICES LLC,,,8572473180,,,,,,52 CARPENTER ST,ATTLEBORO,MA,27032472,,,,
94ac48ba-e215-3ab9-ba88-a0b926d29cef,,,,,,,,,,,,,,,,,,,,MEDFORD REHABILITATION AND NURSING CENTER,,,7813964400,,,,,,300 WINTHROP STREET,MEDFORD,MA,21552311,,,,
0334ad53-5d57-384e-a411-63b075139c06,,,,,,,,,,,,,,,,,,,,SACHEM CENTER FOR HEALTH & REHABILITATION,,,5083787227,,,,,,66 CENTRAL STREET,EAST BRIDGEWATER,MA,23331913,,,,
069b90f9-309b-35e4-b990-d1dbacb962cc,,,,,,,,,,,,,,,,,,,,MONT MARIE REHABILITATION & HEALTHCARE CENTER,,,4135386050,,,,,,36 LOWER WESTFIELD ROAD,HOLYOKE,MA,10402749,,,,
aaa0fec8-a112-35c1-81d8-20cba5d2d00e,,,,,,,,,,,,,,,,,,,,NEW ENGLAND DEACONESS ASSOCIATION,,,9783695151,,,,,,80 DEACONESS RD,CONCORD,MA,17424168,,,,
f438b8e0-d856-328a-b193-2b014fc4cb97,,,,,,,,,,,,,,,,,,,,D'YOUVILLE SENIOR CARE,,,9784545681,,,,,,981 VARNUM AVENUE,LOWELL,MA,18541913,,,,
a2047ff6-62f2-34d7-beb9-7e164d989c75,,,,,,,,,,,,,,,,,,,,RECUPERATIVE SERVICES UNIT-HEBREW REHAB CENTER,,,6173258000,,,,,,1200 CENTRE STREET,ROSLINDALE,MA,21311011,,,,
936ceb96-2b12-371f-aa68-ee02a9c06f4c,,,,,,,,,,,,,,,,,,,,PRIMARY CARE NORTH PC,,,7815959581,,,,,,225 BOSTON ST,LYNN,MA,19043124,,,,
0a8a4b11-d0b8-3cd2-92cd-983de5189cfa,,,,,,,,,,,,,,,,,,,,LIFE CARE CENTER OF THE NORTH SHORE,,,7815929667,,,,,,111 BIRCH STREET,LYNN,MA,19021574,,,,
d3fe08e0-6fdc-36bc-8f88-c8b7654cdcd8,,,,,,,,,,,,,,,,,,,,TRINITY HOSPICE LLC,,,5087918200,,,,,,545 SW CUTOFF STE 9,WORCESTER,MA,16071766,,,,
bea92616-0fee-39b9-9a23-42c6fd899f35,,,,,,,,,,,,,,,,,,,,ERLIN MANOR NURSING HOME INC,,,9788513121,,,,,,10 ERLIN TERRACE,TEWKSBURY,MA,18762666,,,,
7b7ce654-a413-37d1-9d34-97240c0ac580,,,,,,,,,,,,,,,,,,,,WOONSOCKET URGENT CARE PC,,,5083184466,,,,,,1 WRENTHAM ST,BELLINGHAM,MA,20192532,,,,
929528f5-8239-36c7-aacb-39424ede9cc5,,,,,,,,,,,,,,,,,,,,KIMBALL FARMS NURSING CARE CENTER,,,4136375011,,,,,,40 SUNSET AVENUE,LENOX,MA,12402018,,,,
7b20d1c4-c56b-3647-801c-5e4e13679073,,,,,,,,,,,,,,,,,,,,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH INC,,,5087462000,,,,,,275 SANDWICH ST,PLYMOUTH,MA,23602183,,,,
3e97ce4f-3ad7-3cea-883f-e2bb4ca89d83,,,,,,,,,,,,,,,,,,,,HALLMARK HEALTH URGENT CARE PHYSICIANS LLC,,,7812801699,,,,,,30 NEW CROSSING RD,READING,MA,18673270,,,,
e982819a-87b3-3124-a0f2-85f8afcc7731,,,,,,,,,,,,,,,,,,,,DANVERS FAMILY DOCTORS PC,,,9787626262,,,,,,140 COMMONWEALTH AVE STE 202,DANVERS,MA,19233625,,,,
c60fc3df-9dbd-3f31-a456-41c84490266f,,,,,,,,,,,,,,,,,,,,BOURNE MANOR EXTENDED CARE FACILITY,,,5087598880,,,,,,146 MAC ARTHUR BOULEVARD,BOURNE,MA,25323902,,,,
c0132cf6-1703-3aad-89b4-cc2f2bbc123e,,,,,,,,,,,,,,,,,,,,MARISTHILL NURSING & REHABILITATION CENTER,,,7818930240,,,,,,66 NEWTON STREET,WALTHAM,MA,24536058,,,,
71d9e7fe-5a34-3f11-8edb-f79c482785fe,,,,,,,,,,,,,,,,,,,,EDWARD M KENNEDY COMMUNITY HEALTH CENTER INC,,,8008532288,,,,,,42 CAPE RD,MILFORD,MA,17573292,,,,
4f59f709-8b84-3d27-a04b-c6b7b5544413,,,,,,,,,,,,,,,,,,,,HILLTOWN COMMUNITY HEALTH CENTERS INC,,,4132385511,,,,,,70 BOLTWOOD WALK,AMHERST,MA,10022271,,,,
c4e5b33c-17b8-3f51-a8ba-a327d54e642a,,,,,,,,,,,,,,,,,,,,PRIMARY CARE MEDICINE AND PEDIATRICS  LLC,,,4135621650,,,,,,94 N ELM ST,WESTFIELD,MA,10852917,,,,
5225cc87-6a30-303c-a882-5f001cee7f0e,,,,,,,,,,,,,,,,,,,,MANET COMMUNITY HEALTH CENTER  INC.,,,6173763030,,,,,,110 W SQUANTUM ST,QUINCY,MA,21712122,,,,
79d49935-bcc0-36ca-920b-45365c367438,,,,,,,,,,,,,,,,,,,,SOUTH BOSTON COMMUNITY HEALTH CENTER INC,,,6172697500,,,,,,409 W BROADWAY,SOUTH BOSTON,MA,21272245,,,,
cc400ddc-c38d-3604-8d89-cea21555719f,,,,,,,,,,,,,,,,,,,,NEEDHAM FAMILY PRACTICE ASSOC. P.C.,,,7814445515,,,,,,87 CHESTNUT ST,NATICK,MA,17603644,,,,
c6b019eb-28ec-36f6-abf3-bcc4d1d58966,,,,,,,,,,,,,,,,,,,,DUTTON FAMILY CARE ASSOCIATES LLP,,,7812450402,,,,,,33 AVON ST,WAKEFIELD,MA,18802310,,,,
06376cbe-4880-384b-b459-7ce3eef36ced,,,,,,,,,,,,,,,,,,,,HEALTHFIRST FAMILY CARE CENTER INC,,,5086798111,,,,,,387 QUARRY ST,FALL RIVER,MA,27231026,,,,
6afea80b-1e56-3487-a326-f4a979f92c28,,,,,,,,,,,,,,,,,,,,CAPE COD FAMILY PRACTICE & SPORTS MEDICINE PC,,,5085393353,,,,,,34 BATES RD,MASHPEE,MA,26493280,,,,
2836d9ac-c6a6-39d1-8f13-fdf0fc8928f4,,,,,,,,,,,,,,,,,,,,TEWKSBURY HOSPITAL,,,9788517321,,,,,,365 EAST ST,TEWKSBURY,MA,18761950,,,,
a2f8d8fe-665e-390f-8b9b-efdc0b14a77c,,,,,,,,,,,,,,,,,,,,LOWELL COMMUNITY HEALTH CENTER,,,9783228590,,,,,,161 JACKSON ST,LOWELL,MA,18522103,,,,
82c72223-f521-3a34-9b9b-4ff366365399,,,,,,,,,,,,,,,,,,,,CARNEY HOSPITAL,,,6175062000,,,,,,2100 DORCHESTER AVENUE,QUINCY,MA,21691870,,,,
b5e6f1bd-c744-3556-9775-5ff8399eea33,,,,,,,,,,,,,,,,,,,,CONCORD INTERNAL MEDICINE ASSOCIATES  P.C.,,,9783695575,,,,,,2284 MAIN ST,CONCORD,MA,17423829,,,,
04b252db-4231-3cb5-963d-6f096fb4b97c,,,,,,,,,,,,,,,,,,,,DEDHAM MEDICAL ASSOCIATES URGENT CARE CENTER LLC,,,7813291400,,,,,,1177 PROVIDENCE HIGHWAY,NORWOOD,MA,20625019,,,,
a94f4f6e-88ad-39ff-a935-dc87f13327b1,,,,,,,,,,,,,,,,,,,,LIFE CARE CENTER OF LEOMINSTER,,,9785370771,,,,,,370 WEST STREET,LEOMINSTER,MA,14532073,,,,
e2eab39c-5195-34aa-b35f-e89e37cfed01,,,,,,,,,,,,,,,,,,,,SOUTH SHORE HOSPITAL INC.,,,7813408000,,,,,,55 FOGG ROAD,WEYMOUTH,MA,21893141,,,,
21989e2e-249c-3b79-acf0-240211e16b4b,,,,,,,,,,,,,,,,,,,,WHITTIER STREET NEIGHBORHOOD HEALTH CENTER,,,6174271000,,,,,,1290 TREMONT ST,ROXBURY,MA,21203432,,,,
a977feef-f585-3fa8-8deb-7e60fc2cab30,,,,,,,,,,,,,,,,,,,,HORIZON HOME CARE  LLC,,,9788517775,,,,,,2314 MAIN STREET,TEWKSBURY,MA,18763128,,,,
1de7e7d9-9a7a-3a3f-bf4c-b4de450711f2,,,,,,,,,,,,,,,,,,,,CIRCLE HEALTH URGENT CARE LLC,,,9783230302,,,,,,198 LITTLETON RD,WESTFORD,MA,18863429,,,,
f52777bd-7313-3b27-8dd5-cd3f87bd3275,,,,,,,,,,,,,,,,,,,,WALTHAM WESTON INTERNAL MEDICINE ASSOCIATES  P.C.,,,7815476030,,,,,,9 HOPE AVE,WESTWOOD,MA,20902914,,,,
497f39dd-280e-3d58-af5b-c5e3a3a09b10,,,,,,,,,,,,,,,,,,,,CAPE COD HOSPITAL INC,,,5087711800,,,,,,27 PARK ST,HYANNIS,MA,26015230,,,,
0d7fd824-1c7b-3f8b-a662-f6c2005e82e1,,,,,,,,,,,,,,,,,,,,OVERLOOK MASONIC HEALTH CENTER,,,5082487344,,,,,,88 MASONIC HOME ROAD,CHARLTON,MA,15071394,,,,
accb8cdd-6560-3fef-b0a6-f12c3295026a,,,,,,,,,,,,,,,,,,,,LIFE CARE CENTER OF ATTLEBORO,,,5082224182,,,,,,969 PARK STREET,ATTLEBORO,MA,27035115,,,,
792f1ce2-3420-3f91-bd8c-ce680ef4c5d2,,,,,,,,,,,,,,,,,,,,SOUTH SHORE MEDICAL INVESTORS LLC,,,7815451370,,,,,,309 DRIFTWAY,SCITUATE,MA,20661905,,,,
83445caa-116b-3a1e-a75e-8104d321c4c3,,,,,,,,,,,,,,,,,,,,LIGHTHOUSE PRIMARY CARE PC,,,9782760100,,,,,,315 MAIN ST STE 101,NORTH READING,MA,18641326,,,,
1ab2b5f9-cb95-3236-beec-9b9d4a407c61,,,,,,,,,,,,,,,,,,,,BERKSHIRE MEDICAL CENTER INC,,,4134472000,,,,,,725 NORTH ST,PITTSFIELD,MA,12014109,,,,
1214a335-7c67-3a89-8066-6398b0f92717,,,,,,,,,,,,,,,,,,,,BEAR MT PARKWAY LLC,,,6173251688,,,,,,1190 VFW PKWY,WEST ROXBURY,MA,21324208,,,,
41e2a44c-477c-3511-96f9-12c476aa3b6a,,,,,,,,,,,,,,,,,,,,DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,,,6176268860,,,,,,85 E NEWTON ST,BOSTON,MA,21183553,,,,
6df069d9-5273-32df-bee8-b6a5a20c2ece,,,,,,,,,,,,,,,,,,,,Cape Cod Vet Center,,,508-778-0124 Or 508-778-0124,,,,,,474 West Main Street,Hyannis,MA,2601,,,,
5b0cd0a0-f277-3a66-bee6-d64b5be4a3f5,,,,,,,,,,,,,,,,,,,,BERKSHIRE MEDICAL CENTER INC - 1,,,4134472000,,,,,,725 NORTH ST,PITTSFIELD,MA,12015493,,,,
79a06fd6-9f2b-35e3-9b11-0bc5ff89e17c,,,,,,,,,,,,,,,,,,,,Lynn Community Based Outpatient Clinic (CBOC),,,800-838-6331,,,,,,225 Boston Road  Suite 107,Lynn,MA,1904,,,,
9403b76f-087c-3198-ad40-cc92bb033771,,,,,,,,,,,,,,,,,,,,CONVENIENT HOMECARE SERVICES  INC,,,7817209244,,,,,,329 BOSTON POST RD UNIT A,SUDBURY,MA,17763061,,,,
c1986c0c-f756-3596-8f90-08adacf220fe,,,,,,,,,,,,,,,,,,,,CHESTNUT WOODS REHABILITATION AND HEALTHCARE CTR,,,7812338123,,,,,,73 CHESTNUT STREET,SAUGUS,MA,19061605,,,,
ad2dab07-4f85-3950-baaa-7c7cd2aa770c,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF MA MED CTR-ESRD,,,5088560011,,,,,,55 LAKE AVENUE NORTH,WORCESTER,MA,16550002,,,,
67d2f85b-ddc7-3ed0-b90b-6fa5b7b8358a,,,,,,,,,,,,,,,,,,,,CHARLES RIVER COMMUNITY HEALTH  INC,,,6177830500,,,,,,43 FOUNDRY AVE,WALTHAM,MA,24538313,,,,
0d9b0d22-585e-3fd8-ab02-26b5be7915d1,,,,,,,,,,,,,,,,,,,,THE SHRINERS HOSPITAL FOR CHILDREN,,,4137872000,,,,,,516 CAREW ST,SPRINGFIELD,MA,11042330,,,,
d3335d07-2a2c-35d7-9b87-c022393b6793,,,,,,,,,,,,,,,,,,,,VICTORIA HAVEN NURSING FACILITY,,,7817620858,,,,,,137 NICHOLS STREET,NORWOOD,MA,20622009,,,,
1853aeef-5897-326a-80d6-aa4b0459eb6d,,,,,,,,,,,,,,,,,,,,BARRINGTON URGENT CARE PC,,,4014337550,,,,,,381 WICKENDEN ST,ATTLEBORO,MA,27032247,,,,
01bb7b5c-f850-3c4e-a3f1-442d8273559a,,,,,,,,,,,,,,,,,,,,NORTHAMPTON WELLNESS ASSOCIATES LLC,,,4135847787,,,,,,395 PLEASANT ST,NORTHAMPTON,MA,10603914,,,,
22fa6d28-92b6-3446-a388-f5aba50debaf,,,,,,,,,,,,,,,,,,,,CHELSEA JEWISH VISITING NURSE AGENCY,,,6178870826,,,,,,123 CAPTAIN'S ROW,CHELSEA,MA,21504019,,,,
2ca615f3-87f7-3283-a447-d919a883b676,,,,,,,,,,,,,,,,,,,,HANOVER FAMILY HEALTH & URGENT CARE PC,,,7818290895,,,,,,1399 WASHINGTON ST,HANOVER,MA,23391653,,,,
94c70730-f430-3878-972c-d06d65cfce1d,,,,,,,,,,,,,,,,,,,,COMMUNITY HEALTH PROGRAMS INC,,,4136644088,,,,,,71 HOSPITAL AVENUE,NORTH ADAMS,MA,12472504,,,,
7f32dd7d-5c35-3ddb-839b-8fbbb930d412,,,,,,,,,,,,,,,,,,,,ST PATRICK'S MANOR,,,5088798000,,,,,,863 CENTRAL STREET,FRAMINGHAM,MA,17014813,,,,
51d38e67-9350-39b8-bbb3-91cc879ae415,,,,,,,,,,,,,,,,,,,,HIGHLANDS  THE,,,9783434411,,,,,,335 NICHOLS ROAD,FITCHBURG,MA,14201932,,,,
80646050-1c76-3046-bbc8-fd5f0b7c34e6,,,,,,,,,,,,,,,,,,,,COMMUNITY HEALTH CONNECTIONS  INC,,,9788788100,,,,,,140 ARNHOW FARM ROAD,FITCHBURG,MA,14201369,,,,
0a689d33-2b0d-3942-8de8-e28812e91c69,,,,,,,,,,,,,,,,,,,,MEASURED WELLNESS LLC,,,5137482498,,,,,,47 SEAVERNS AVE # 5,BROOKLINE,MA,24463806,,,,
d36eba4a-0dfb-3a26-b9fe-eb74594bbe3c,,,,,,,,,,,,,,,,,,,,PARSONS HILL MA SNF LLC,,,5087914200,,,,,,1350 MAIN ST,WORCESTER,MA,16031550,,,,
3f12ebb4-e03c-3453-88d2-4fc9682383df,,,,,,,,,,,,,,,,,,,,NEW BEDFORD INTERNAL MEDICINE & GERIATRICS  LLC,,,5089845671,,,,,,726 COUNTY ST,NORTH DARTMOUTH,MA,27473603,,,,
477c3c1a-ba1a-3102-8a91-56624ba236e4,,,,,,,,,,,,,,,,,,,,SUDBURY PINES EXTENDED CARE FACILITY,,,6175126625,,,,,,642 BOSTON POST RD,SUDBURY,MA,17763302,,,,
8ec2ca51-abb4-35dd-b90f-6c6aad6d2124,,,,,,,,,,,,,,,,,,,,ALLIANCE HEALTH AT ROSEWOOD,,,9785358700,,,,,,22 JOHNSON STREET,PEABODY,MA,19602311,,,,
8af3b144-0e1a-3c90-937d-81a4ed026080,,,,,,,,,,,,,,,,,,,,NORWOOD HOSPITAL,,,7817694000,,,,,,800 WASHINGTON STREET,NORWOOD,MA,20623489,,,,
a35fd733-dc1a-33f0-a308-292ff5581287,,,,,,,,,,,,,,,,,,,,PIONEER VALLEY INTERNAL MEDICINE  PC,,,4135842333,,,,,,15 STRAW AVE,FLORENCE,MA,10621491,,,,
125eccb3-d003-34ea-9bd8-360dff059782,,,,,,,,,,,,,,,,,,,,NEW ENGLAND BAPTIST HOSPITAL,,,6177545800,,,,,,125 PARKER HILL AVENUE,DEDHAM,MA,20266146,,,,
c5742266-625d-3824-9ed3-4b5c6bc3e296,,,,,,,,,,,,,,,,,,,,SPECTRUM HEALTHCARE PARTNERS PA,,,2076622571,,,,,,22 BRAMHALL ST,SCITUATE,MA,20664312,,,,
b242f971-3c74-3778-b148-81366c1e6a3f,,,,,,,,,,,,,,,,,,,,WALDEN BEHAVIORAL CARE LLC,,,7816476700,,,,,,10 CAREMATRIX DR,DEDHAM,MA,20266149,,,,
a8a4e435-687f-3ecb-9af8-09b4636d1a1a,,,,,,,,,,,,,,,,,,,,CAPE COD FREE CLINIC AND COMMUNITY HLTH CTR,,,5084777090,,,,,,107 COMMERCIAL ST,MASHPEE,MA,26496507,,,,
e92dad8b-f485-315a-8fc4-1d7adfdc9c00,,,,,,,,,,,,,,,,,,,,NORTHEAST BEHAVIORAL HEALTH LLC,,,5082079800,,,,,,581 FAUNCE CORNER RD,DARTMOUTH,MA,27471242,,,,
aad05540-c9cb-3805-b3c4-f9b9d9b42b2e,,,,,,,,,,,,,,,,,,,,RIVER'S EDGE PRIMARY CARE LLC,,,4136956774,,,,,,821 E MAIN ST STE 3,CHICOPEE,MA,10206306,,,,
2e73956a-942f-36f3-b88c-f88e782e578f,,,,,,,,,,,,,,,,,,,,COMPASSUS - SOUTHERN MASSACHUSETTS,,,9787778222,,,,,,790 TURNPIKE STREET  SUITE 202,NORTH ANDOVER,MA,18456138,,,,
19a3afba-b409-3650-a0ab-f3faf6e391ef,,,,,,,,,,,,,,,,,,,,ASSOCIATED PHYSICIANS OF HARVARD MEDICAL FACULTY PHYSICIANS AT BETH IS,,,6176964600,,,,,,199 REEDSDALE RD,WALTHAM,MA,24511433,,,,
0e9d0119-1157-35a0-8bb5-7e0aa3041928,,,,,,,,,,,,,,,,,,,,CARING HEALTH CENTER  INC,,,4136931007,,,,,,1049 MAIN STREET,SPRINGFIELD,MA,11032114,,,,
76b7dbb5-0a02-32a4-9a01-3511f7e45016,,,,,,,,,,,,,,,,,,,,CARDIGAN NURSING & REHABILITATION CENTER,,,7815459477,,,,,,59 COUNTRY WAY,SCITUATE,MA,20663746,,,,
25c85bcc-7e25-36bc-89e8-08e0d473db23,,,,,,,,,,,,,,,,,,,,A&A HEALTHCARE LLC,,,5082414877,,,,,,138 S MAIN ST STE 14,MILFORD,MA,17573272,,,,
f692f508-aa5e-3060-b98a-23165e5aa12f,,,,,,,,,,,,,,,,,,,,ENCOMPASS HEALTH HOME HEALTH,,,9783884500,,,,,,35 NEW ENGLAND BUSINESS CENTER DR STE 207,NORWOOD,MA,20624692,,,,
e68de1a0-767e-3466-b9a6-43948ee073d3,,,,,,,,,,,,,,,,,,,,GOOD SHEPHERD COMMUNITY CARE,,,6179696130,,,,,,160 WELLS AVENUE,NEWTON,MA,24593302,,,,
2fb77691-5353-358a-bc94-90af77dd654b,,,,,,,,,,,,,,,,,,,,NASHOBA VALLEY MEDICAL CENTER  A STEWARD FAMILY HOSPITAL INC,,,9787849000,,,,,,200 GROTON RD,AYER,MA,14321168,,,,
ede8251b-e165-3ef6-b8a0-305217ba8e88,,,,,,,,,,,,,,,,,,,,SUBURBAN INTERNAL MEDICINE  INC.,,,4132430122,,,,,,710 STOCKBRIDGE RD,LEE,MA,12389316,,,,
cbebae9e-f95e-3d2c-9712-289ea8d6aeec,,,,,,,,,,,,,,,,,,,,ARBOUR HOSPITAL  THE,,,6175224400,,,,,,49 ROBINWOOD AVENUE,QUINCY,MA,21698130,,,,
1cec4304-9757-3a10-ad4f-7e2090c56131,,,,,,,,,,,,,,,,,,,,UMASS MEMORIAL MEDICAL CENTER INC,,,5083340254,,,,,,55 LAKE AVE N,WORCESTER,MA,16550002,,,,
411f14a5-de79-3e08-81d6-301270cc2275,,,,,,,,,,,,,,,,,,,,RHEUMATOLOGY AND INTERNAL MEDICINE ASSOCIATES PC,,,9786641606,,,,,,64 CONCORD STREET,WILMINGTON,MA,18872179,,,,
a5577e5c-b886-37a0-8eee-8ff6feb7ea6b,,,,,,,,,,,,,,,,,,,,MOUNT AUBURN HOSPITAL,,,6174923500,,,,,,330 MOUNT AUBURN ST,CAMBRIDGE,MA,21385502,,,,
7dcab1ad-0e13-3700-9eb0-70767c5e2b55,,,,,,,,,,,,,,,,,,,,URGENT CARE PHYSICIANS PC,,,4137839114,,,,,,1515 ALLEN ST,SPRINGFIELD,MA,11181803,,,,
9485907a-9f9c-3c19-a424-b402ee8f99c2,,,,,,,,,,,,,,,,,,,,ST FRANCIS REHABILITATION & NURSING CENTER,,,5087558605,,,,,,101 PLANTATION STREET,WORCESTER,MA,16043025,,,,
1494b446-f1aa-3752-8d9c-8eb801059e77,,,,,,,,,,,,,,,,,,,,OVERBOARD HEALTH CARE LLC,,,5083456313,,,,,,439 COLUMBIA RD,HANOVER,MA,23392393,,,,
9b8a7a25-b923-3710-9f3c-d42919a3f54f,,,,,,,,,,,,,,,,,,,,COMPASSIONATE CARE INTERNAL MEDICINE  LLC,,,9788230023,,,,,,146 MAIN ST,MAYNARD,MA,17542651,,,,
966245ce-e84d-36b0-a838-2e0b5bb2e668,,,,,,,,,,,,,,,,,,,,MATTAPAN COMMUNITY HEALTH CENTER,,,6172960061,,,,,,1425 BLUE HILL AVENUE,MATTAPAN,MA,21262122,,,,
9dbd44ba-59b2-3d1d-ac91-3880af8081d2,,,,,,,,,,,,,,,,,,,,INTEGRATIVE FAMILY MEDICINE ASSOCIATES,,,9786351800,,,,,,529 MAIN ST STE B,ACTON,MA,17203965,,,,
35eba9db-902f-32e6-b302-0e5ef8fa5c68,,,,,,,,,,,,,,,,,,,,THE NORTHEAST HEALTH GROUP  INC,,,4135625464,,,,,,66 BROAD ST,WESTFIELD,MA,10852927,,,,
4eddfa13-f996-3048-9bbc-541b0a29038a,,,,,,,,,,,,,,,,,,,,STEWARD ST ELIZABETHS MEDICAL CENTER OF BOSTON INC,,,6177893000,,,,,,736 CAMBRIDGE ST,BRIGHTON,MA,21353601,,,,
845fbd9b-2d1c-39a8-8261-28ae40e4fab2,,,,,,,,,,,,,,,,,,,,MILFORD REGIONAL MEDICAL CENTER,,,5084731190,,,,,,14 PROSPECT STREET,UPTON,MA,15681431,,,,
84d5768f-3a21-3da9-aad2-bbf7a3ae2700,,,,,,,,,,,,,,,,,,,,LOWELL FAMILY MEDICAL CARE PC,,,9784530550,,,,,,817 MERRIMACK ST,LOWELL,MA,18543548,,,,
9ce6072b-d039-3cde-8eaf-950211b8ae88,,,,,,,,,,,,,,,,,,,,MIDDLETON FAMILY MEDICINE URGENT CARE  LLC,,,9787742555,,,,,,147 S MAIN ST,MIDDLETON,MA,19492446,,,,
2576629d-4a1a-3a63-8c08-779cbd8ef98b,,,,,,,,,,,,,,,,,,,,ORLEANS MEDICAL CENTER  P.C.,,,5082558825,,,,,,204 MAIN ST,ORLEANS,MA,26533428,,,,
af8566eb-8918-3ec7-ba44-92b6a2cf8097,,,,,,,,,,,,,,,,,,,,NORTH SHORE MEDICAL CENTER INC,,,9787410522,,,,,,81 HIGHLAND AVE,SALEM,MA,19702714,,,,
ecd3b321-0a8a-3ce6-81f0-982dd77fce43,,,,,,,,,,,,,,,,,,,,ANNA JAQUES HOSPITAL SUBACUTE UNIT,,,9784631000,,,,,,25 HIGHLAND AVE,NEWBURYPORT,MA,19503867,,,,
42c13743-f36f-370a-a5ca-3e3c9795e02d,,,,,,,,,,,,,,,,,,,,SENIOR RESIDENTIAL CARE - KINGSTON  INC.,,,7815854100,,,,,,17 CHIPMAN WAY,KINGSTON,MA,23641039,,,,
4f5e8f16-a31b-3071-8556-d7188ede313d,,,,,,,,,,,,,,,,,,,,HOLYOKE MEDICAL CENTER INC,,,4135342805,,,,,,575 BEECH ST,HOLYOKE,MA,10402223,,,,
615416de-5217-3c11-9828-2d4bacd1d9cb,,,,,,,,,,,,,,,,,,,,VISITING NURSE ASSOCIATION OF CAPE COD  INC.,,,5089577710,,,,,,434 ROUTE 134,HYANNIS,MA,26011854,,,,
41f66e18-8eb7-32f2-9371-7df5bf2b8d21,,,,,,,,,,,,,,,,,,,,AMBULATORY EMPLOYEE INDUSTRIAL OCCUPATIONAL AND URGENT HEALTHCARE,,,4133874556,,,,,,170 UNIVERSITY DRIVE,GREENFIELD,MA,13011238,,,,
